,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t7426, 45 , 45 ,,
period1,sc01,t7427, 10 , 10 ,,
period1,sc01,t7428, 10 , 10 ,,
period1,sc01,t7429, 10 , 10 ,,
period1,sc01,t7430, 10 , 10 ,,
period1,sc01,t7431, 10 , 10 ,,
period1,sc01,t7432, 10 , 10 ,,
period1,sc01,t7433, 45 , 45 ,,
period1,sc01,t7434, 45 , 45 ,,
period1,sc01,t7435, 45 , 45 ,,
period1,sc01,t7436, 45 , 45 ,,
period1,sc01,t7437, 45 , 45 ,,
period1,sc01,t7438, 45 , 45 ,,
period1,sc01,t7439, 45 , 45 ,,
period1,sc01,t7440, 45 , 45 ,,
period1,sc01,t7441, 45 , 45 ,,
period1,sc01,t7442, 45 , 45 ,,
period1,sc01,t7443, 45 , 45 ,,
period1,sc01,t7444, 45 , 45 ,,
period1,sc01,t7445, 45 , 45 ,,
period1,sc01,t7446, 45 , 45 ,,
period1,sc01,t7447, 45 , 45 ,,
period1,sc01,t7448, 45 , 45 ,,
period1,sc01,t7449, 45 , 45 ,,
period1,sc01,t7450, 45 , 45 ,,
period1,sc01,t7451, 10 , 10 ,,
period1,sc01,t7452, 10 , 10 ,,
period1,sc01,t7453, 10 , 10 ,,
period1,sc01,t7454, 10 , 10 ,,
period1,sc01,t7455, 10 , 10 ,,
period1,sc01,t7456, 10 , 10 ,,
period1,sc01,t7457, 45 , 45 ,,
period1,sc01,t7458, 45 , 45 ,,
period1,sc01,t7459, 45 , 45 ,,
period1,sc01,t7460, 45 , 45 ,,
period1,sc01,t7461, 45 , 45 ,,
period1,sc01,t7462, 45 , 45 ,,
period1,sc01,t7463, 45 , 45 ,,
period1,sc01,t7464, 45 , 45 ,,
period1,sc01,t7465, 45 , 45 ,,
period1,sc01,t7466, 45 , 45 ,,
period1,sc01,t7467, 45 , 45 ,,
period1,sc01,t7468, 45 , 45 ,,
period1,sc01,t7469, 45 , 45 ,,
period1,sc01,t7470, 45 , 45 ,,
period1,sc01,t7471, 45 , 45 ,,
period1,sc01,t7472, 45 , 45 ,,
period1,sc01,t7473, 45 , 45 ,,
period1,sc01,t7474, 45 , 45 ,,
period1,sc01,t7475, 10 , 10 ,,
period1,sc01,t7476, 10 , 10 ,,
period1,sc01,t7477, 10 , 10 ,,
period1,sc01,t7478, 10 , 10 ,,
period1,sc01,t7479, 10 , 10 ,,
period1,sc01,t7480, 10 , 10 ,,
period1,sc01,t7481, 45 , 45 ,,
period1,sc01,t7482, 45 , 45 ,,
period1,sc01,t7483, 45 , 45 ,,
period1,sc01,t7484, 45 , 45 ,,
period1,sc01,t7485, 45 , 45 ,,
period1,sc01,t7486, 45 , 45 ,,
period1,sc01,t7487, 45 , 45 ,,
period1,sc01,t7488, 45 , 45 ,,
period1,sc01,t7489, 45 , 45 ,,
period1,sc01,t7490, 45 , 45 ,,
period1,sc01,t7491, 45 , 45 ,,
period1,sc01,t7492, 45 , 45 ,,
period1,sc01,t7493, 45 , 45 ,,
period1,sc01,t7494, 45 , 45 ,,
period1,sc01,t7495, 45 , 45 ,,
period1,sc01,t7496, 45 , 45 ,,
period1,sc01,t7497, 45 , 45 ,,
period1,sc01,t7498, 45 , 45 ,,
period1,sc01,t7499, 10 , 10 ,,
period1,sc01,t7500, 10 , 10 ,,
period1,sc01,t7501, 10 , 10 ,,
period1,sc01,t7502, 10 , 10 ,,
period1,sc01,t7503, 10 , 10 ,,
period1,sc01,t7504, 10 , 10 ,,
period1,sc01,t7505, 45 , 45 ,,
period1,sc01,t7506, 45 , 45 ,,
period1,sc01,t7507, 45 , 45 ,,
period1,sc01,t7508, 45 , 45 ,,
period1,sc01,t7509, 45 , 45 ,,
period1,sc01,t7510, 45 , 45 ,,
period1,sc01,t7511, 45 , 45 ,,
period1,sc01,t7512, 45 , 45 ,,
period1,sc01,t7513, 45 , 45 ,,
period1,sc01,t7514, 45 , 45 ,,
period1,sc01,t7515, 45 , 45 ,,
period1,sc01,t7516, 45 , 45 ,,
period1,sc01,t7517, 45 , 45 ,,
period1,sc01,t7518, 45 , 45 ,,
period1,sc01,t7519, 45 , 45 ,,
period1,sc01,t7520, 45 , 45 ,,
period1,sc01,t7521, 45 , 45 ,,
period1,sc01,t7522, 45 , 45 ,,
period1,sc01,t7523, 10 , 10 ,,
period1,sc01,t7524, 10 , 10 ,,
period1,sc01,t7525, 10 , 10 ,,
period1,sc01,t7526, 10 , 10 ,,
period1,sc01,t7527, 10 , 10 ,,
period1,sc01,t7528, 10 , 10 ,,
period1,sc01,t7529, 45 , 45 ,,
period1,sc01,t7530, 45 , 45 ,,
period1,sc01,t7531, 45 , 45 ,,
period1,sc01,t7532, 45 , 45 ,,
period1,sc01,t7533, 45 , 45 ,,
period1,sc01,t7534, 45 , 45 ,,
period1,sc01,t7535, 45 , 45 ,,
period1,sc01,t7536, 45 , 45 ,,
period1,sc01,t7537, 45 , 45 ,,
period1,sc01,t7538, 45 , 45 ,,
period1,sc01,t7539, 45 , 45 ,,
period1,sc01,t7540, 45 , 45 ,,
period1,sc01,t7541, 45 , 45 ,,
period1,sc01,t7542, 45 , 45 ,,
period1,sc01,t7543, 45 , 45 ,,
period1,sc01,t7544, 45 , 45 ,,
period1,sc01,t7545, 45 , 45 ,,
period1,sc01,t7546, 45 , 45 ,,
period1,sc01,t7547, 10 , 10 ,,
period1,sc01,t7548, 10 , 10 ,,
period1,sc01,t7549, 10 , 10 ,,
period1,sc01,t7550, 10 , 10 ,,
period1,sc01,t7551, 10 , 10 ,,
period1,sc01,t7552, 10 , 10 ,,
period1,sc01,t7553, 45 , 45 ,,
period1,sc01,t7554, 45 , 45 ,,
period1,sc01,t7555, 45 , 45 ,,
period1,sc01,t7556, 45 , 45 ,,
period1,sc01,t7557, 45 , 45 ,,
period1,sc01,t7558, 45 , 45 ,,
period1,sc01,t7559, 45 , 45 ,,
period1,sc01,t7560, 45 , 45 ,,
period1,sc01,t7561, 45 , 45 ,,
period1,sc01,t7562, 45 , 45 ,,
period1,sc01,t7563, 45 , 45 ,,
period1,sc01,t7564, 45 , 45 ,,
period1,sc01,t7565, 45 , 45 ,,
period1,sc01,t7566, 45 , 45 ,,
period1,sc01,t7567, 45 , 45 ,,
period1,sc01,t7568, 45 , 45 ,,
period1,sc01,t7569, 45 , 45 ,,
period1,sc01,t7570, 45 , 45 ,,
period1,sc01,t7571, 10 , 10 ,,
period1,sc01,t7572, 10 , 10 ,,
period1,sc01,t7573, 10 , 10 ,,
period1,sc01,t7574, 10 , 10 ,,
period1,sc01,t7575, 10 , 10 ,,
period1,sc01,t7576, 10 , 10 ,,
period1,sc01,t7577, 45 , 45 ,,
period1,sc01,t7578, 45 , 45 ,,
period1,sc01,t7579, 45 , 45 ,,
period1,sc01,t7580, 45 , 45 ,,
period1,sc01,t7581, 45 , 45 ,,
period1,sc01,t7582, 45 , 45 ,,
period1,sc01,t7583, 45 , 45 ,,
period1,sc01,t7584, 45 , 45 ,,
period1,sc01,t7585, 45 , 45 ,,
period1,sc01,t7586, 45 , 45 ,,
period1,sc01,t7587, 45 , 45 ,,
period1,sc01,t7588, 45 , 45 ,,
period1,sc01,t7589, 45 , 45 ,,
period1,sc01,t7590, 45 , 45 ,,
period1,sc01,t7591, 45 , 45 ,,
period1,sc01,t7592, 45 , 45 ,,
period1,sc01,t7593, 45 , 45 ,,
period1,sc01,t7594, 45 , 45 ,,
period1,sc01,t7595, 10 , 10 ,,
period1,sc01,t7596, 10 , 10 ,,
period1,sc01,t7597, 10 , 10 ,,
period1,sc01,t7598, 10 , 10 ,,
period1,sc01,t7599, 10 , 10 ,,
period1,sc01,t7600, 10 , 10 ,,
period1,sc01,t7601, 45 , 45 ,,
period1,sc01,t7602, 45 , 45 ,,
period1,sc01,t7603, 45 , 45 ,,
period1,sc01,t7604, 45 , 45 ,,
period1,sc01,t7605, 45 , 45 ,,
period1,sc01,t7606, 45 , 45 ,,
period1,sc01,t7607, 45 , 45 ,,
period1,sc01,t7608, 45 , 45 ,,
period1,sc01,t7609, 45 , 45 ,,
period1,sc01,t7610, 45 , 45 ,,
period1,sc01,t7611, 45 , 45 ,,
period1,sc01,t7612, 45 , 45 ,,
period1,sc01,t7613, 45 , 45 ,,
period1,sc01,t7614, 45 , 45 ,,
period1,sc01,t7615, 45 , 45 ,,
period1,sc01,t7616, 45 , 45 ,,
period1,sc01,t7617, 45 , 45 ,,
period1,sc01,t7618, 45 , 45 ,,
period1,sc01,t7619, 10 , 10 ,,
period1,sc01,t7620, 10 , 10 ,,
period1,sc01,t7621, 10 , 10 ,,
period1,sc01,t7622, 10 , 10 ,,
period1,sc01,t7623, 10 , 10 ,,
period1,sc01,t7624, 10 , 10 ,,
period1,sc01,t7625, 45 , 45 ,,
period1,sc01,t7626, 45 , 45 ,,
period1,sc01,t7627, 45 , 45 ,,
period1,sc01,t7628, 45 , 45 ,,
period1,sc01,t7629, 45 , 45 ,,
period1,sc01,t7630, 45 , 45 ,,
period1,sc01,t7631, 45 , 45 ,,
period1,sc01,t7632, 45 , 45 ,,
period1,sc01,t7633, 45 , 45 ,,
period1,sc01,t7634, 45 , 45 ,,
period1,sc01,t7635, 45 , 45 ,,
period1,sc01,t7636, 45 , 45 ,,
period1,sc01,t7637, 45 , 45 ,,
period1,sc01,t7638, 45 , 45 ,,
period1,sc01,t7639, 45 , 45 ,,
period1,sc01,t7640, 45 , 45 ,,
period1,sc01,t7641, 45 , 45 ,,
period1,sc01,t7642, 45 , 45 ,,
period1,sc01,t7643, 10 , 10 ,,
period1,sc01,t7644, 10 , 10 ,,
period1,sc01,t7645, 10 , 10 ,,
period1,sc01,t7646, 10 , 10 ,,
period1,sc01,t7647, 10 , 10 ,,
period1,sc01,t7648, 10 , 10 ,,
period1,sc01,t7649, 45 , 45 ,,
period1,sc01,t7650, 45 , 45 ,,
period1,sc01,t7651, 45 , 45 ,,
period1,sc01,t7652, 45 , 45 ,,
period1,sc01,t7653, 45 , 45 ,,
period1,sc01,t7654, 45 , 45 ,,
period1,sc01,t7655, 45 , 45 ,,
period1,sc01,t7656, 45 , 45 ,,
period1,sc01,t7657, 45 , 45 ,,
period1,sc01,t7658, 45 , 45 ,,
period1,sc01,t7659, 45 , 45 ,,
period1,sc01,t7660, 45 , 45 ,,
period1,sc01,t7661, 45 , 45 ,,
period1,sc01,t7662, 45 , 45 ,,
period1,sc01,t7663, 45 , 45 ,,
period1,sc01,t7664, 45 , 45 ,,
period1,sc01,t7665, 45 , 45 ,,
period1,sc01,t7666, 45 , 45 ,,
period1,sc01,t7667, 10 , 10 ,,
period1,sc01,t7668, 10 , 10 ,,
period1,sc01,t7669, 10 , 10 ,,
period1,sc01,t7670, 10 , 10 ,,
period1,sc01,t7671, 10 , 10 ,,
period1,sc01,t7672, 10 , 10 ,,
period1,sc01,t7673, 45 , 45 ,,
period1,sc01,t7674, 45 , 45 ,,
period1,sc01,t7675, 45 , 45 ,,
period1,sc01,t7676, 45 , 45 ,,
period1,sc01,t7677, 45 , 45 ,,
period1,sc01,t7678, 45 , 45 ,,
period1,sc01,t7679, 45 , 45 ,,
period1,sc01,t7680, 45 , 45 ,,
period1,sc01,t7681, 45 , 45 ,,
period1,sc01,t7682, 45 , 45 ,,
period1,sc01,t7683, 45 , 45 ,,
period1,sc01,t7684, 45 , 45 ,,
period1,sc01,t7685, 45 , 45 ,,
period1,sc01,t7686, 45 , 45 ,,
period1,sc01,t7687, 45 , 45 ,,
period1,sc01,t7688, 45 , 45 ,,
period1,sc01,t7689, 45 , 45 ,,
period1,sc01,t7690, 45 , 45 ,,
period1,sc01,t7691, 10 , 10 ,,
period1,sc01,t7692, 10 , 10 ,,
period1,sc01,t7693, 10 , 10 ,,
period1,sc01,t7694, 10 , 10 ,,
period1,sc01,t7695, 10 , 10 ,,
period1,sc01,t7696, 10 , 10 ,,
period1,sc01,t7697, 45 , 45 ,,
period1,sc01,t7698, 45 , 45 ,,
period1,sc01,t7699, 45 , 45 ,,
period1,sc01,t7700, 45 , 45 ,,
period1,sc01,t7701, 45 , 45 ,,
period1,sc01,t7702, 45 , 45 ,,
period1,sc01,t7703, 45 , 45 ,,
period1,sc01,t7704, 45 , 45 ,,
period1,sc01,t7705, 45 , 45 ,,
period1,sc01,t7706, 45 , 45 ,,
period1,sc01,t7707, 45 , 45 ,,
period1,sc01,t7708, 45 , 45 ,,
period1,sc01,t7709, 45 , 45 ,,
period1,sc01,t7710, 45 , 45 ,,
period1,sc01,t7711, 45 , 45 ,,
period1,sc01,t7712, 45 , 45 ,,
period1,sc01,t7713, 45 , 45 ,,
period1,sc01,t7714, 45 , 45 ,,
period1,sc01,t7715, 10 , 10 ,,
period1,sc01,t7716, 10 , 10 ,,
period1,sc01,t7717, 10 , 10 ,,
period1,sc01,t7718, 10 , 10 ,,
period1,sc01,t7719, 10 , 10 ,,
period1,sc01,t7720, 10 , 10 ,,
period1,sc01,t7721, 45 , 45 ,,
period1,sc01,t7722, 45 , 45 ,,
period1,sc01,t7723, 45 , 45 ,,
period1,sc01,t7724, 45 , 45 ,,
period1,sc01,t7725, 45 , 45 ,,
period1,sc01,t7726, 45 , 45 ,,
period1,sc01,t7727, 45 , 45 ,,
period1,sc01,t7728, 45 , 45 ,,
period1,sc01,t7729, 45 , 45 ,,
period1,sc01,t7730, 45 , 45 ,,
period1,sc01,t7731, 45 , 45 ,,
period1,sc01,t7732, 45 , 45 ,,
period1,sc01,t7733, 45 , 45 ,,
period1,sc01,t7734, 45 , 45 ,,
period1,sc01,t7735, 45 , 45 ,,
period1,sc01,t7736, 45 , 45 ,,
period1,sc01,t7737, 45 , 45 ,,
period1,sc01,t7738, 45 , 45 ,,
period1,sc01,t7739, 10 , 10 ,,
period1,sc01,t7740, 10 , 10 ,,
period1,sc01,t7741, 10 , 10 ,,
period1,sc01,t7742, 10 , 10 ,,
period1,sc01,t7743, 10 , 10 ,,
period1,sc01,t7744, 10 , 10 ,,
period1,sc01,t7745, 45 , 45 ,,
period1,sc01,t7746, 45 , 45 ,,
period1,sc01,t7747, 45 , 45 ,,
period1,sc01,t7748, 45 , 45 ,,
period1,sc01,t7749, 45 , 45 ,,
period1,sc01,t7750, 45 , 45 ,,
period1,sc01,t7751, 45 , 45 ,,
period1,sc01,t7752, 45 , 45 ,,
period1,sc01,t7753, 45 , 45 ,,
period1,sc01,t7754, 45 , 45 ,,
period1,sc01,t7755, 45 , 45 ,,
period1,sc01,t7756, 45 , 45 ,,
period1,sc01,t7757, 45 , 45 ,,
period1,sc01,t7758, 45 , 45 ,,
period1,sc01,t7759, 45 , 45 ,,
period1,sc01,t7760, 45 , 45 ,,
period1,sc01,t7761, 45 , 45 ,,
period1,sc01,t7762, 45 , 45 ,,
period1,sc01,t7763, 10 , 10 ,,
period1,sc01,t7764, 10 , 10 ,,
period1,sc01,t7765, 10 , 10 ,,
period1,sc01,t7766, 10 , 10 ,,
period1,sc01,t7767, 10 , 10 ,,
period1,sc01,t7768, 10 , 10 ,,
period1,sc01,t7769, 45 , 45 ,,
period1,sc01,t7770, 45 , 45 ,,
period1,sc01,t7771, 45 , 45 ,,
period1,sc01,t7772, 45 , 45 ,,
period1,sc01,t7773, 45 , 45 ,,
period1,sc01,t7774, 45 , 45 ,,
period1,sc01,t7775, 45 , 45 ,,
period1,sc01,t7776, 45 , 45 ,,
period1,sc01,t7777, 45 , 45 ,,
period1,sc01,t7778, 45 , 45 ,,
period1,sc01,t7779, 45 , 45 ,,
period1,sc01,t7780, 45 , 45 ,,
period1,sc01,t7781, 45 , 45 ,,
period1,sc01,t7782, 45 , 45 ,,
period1,sc01,t7783, 45 , 45 ,,
period1,sc01,t7784, 45 , 45 ,,
period1,sc01,t7785, 45 , 45 ,,
period1,sc01,t7786, 45 , 45 ,,
period1,sc01,t7787, 10 , 10 ,,
period1,sc01,t7788, 10 , 10 ,,
period1,sc01,t7789, 10 , 10 ,,
period1,sc01,t7790, 10 , 10 ,,
period1,sc01,t7791, 10 , 10 ,,
period1,sc01,t7792, 10 , 10 ,,
period1,sc01,t7793, 45 , 45 ,,
period1,sc01,t7794, 45 , 45 ,,
period1,sc01,t7795, 45 , 45 ,,
period1,sc01,t7796, 45 , 45 ,,
period1,sc01,t7797, 45 , 45 ,,
period1,sc01,t7798, 45 , 45 ,,
period1,sc01,t7799, 45 , 45 ,,
period1,sc01,t7800, 45 , 45 ,,
period1,sc01,t7801, 45 , 45 ,,
period1,sc01,t7802, 45 , 45 ,,
period1,sc01,t7803, 45 , 45 ,,
period1,sc01,t7804, 45 , 45 ,,
period1,sc01,t7805, 45 , 45 ,,
period1,sc01,t7806, 45 , 45 ,,
period1,sc01,t7807, 45 , 45 ,,
period1,sc01,t7808, 45 , 45 ,,
period1,sc01,t7809, 45 , 45 ,,
period1,sc01,t7810, 45 , 45 ,,
period1,sc01,t7811, 10 , 10 ,,
period1,sc01,t7812, 10 , 10 ,,
period1,sc01,t7813, 10 , 10 ,,
period1,sc01,t7814, 10 , 10 ,,
period1,sc01,t7815, 10 , 10 ,,
period1,sc01,t7816, 10 , 10 ,,
period1,sc01,t7817, 45 , 45 ,,
period1,sc01,t7818, 45 , 45 ,,
period1,sc01,t7819, 45 , 45 ,,
period1,sc01,t7820, 45 , 45 ,,
period1,sc01,t7821, 45 , 45 ,,
period1,sc01,t7822, 45 , 45 ,,
period1,sc01,t7823, 45 , 45 ,,
period1,sc01,t7824, 45 , 45 ,,
period1,sc01,t7825, 45 , 45 ,,
period1,sc01,t7826, 45 , 45 ,,
period1,sc01,t7827, 45 , 45 ,,
period1,sc01,t7828, 45 , 45 ,,
period1,sc01,t7829, 45 , 45 ,,
period1,sc01,t7830, 45 , 45 ,,
period1,sc01,t7831, 45 , 45 ,,
period1,sc01,t7832, 45 , 45 ,,
period1,sc01,t7833, 45 , 45 ,,
period1,sc01,t7834, 45 , 45 ,,
period1,sc01,t7835, 10 , 10 ,,
period1,sc01,t7836, 10 , 10 ,,
period1,sc01,t7837, 10 , 10 ,,
period1,sc01,t7838, 10 , 10 ,,
period1,sc01,t7839, 10 , 10 ,,
period1,sc01,t7840, 10 , 10 ,,
period1,sc01,t7841, 45 , 45 ,,
period1,sc01,t7842, 45 , 45 ,,
period1,sc01,t7843, 45 , 45 ,,
period1,sc01,t7844, 45 , 45 ,,
period1,sc01,t7845, 45 , 45 ,,
period1,sc01,t7846, 45 , 45 ,,
period1,sc01,t7847, 45 , 45 ,,
period1,sc01,t7848, 45 , 45 ,,
period1,sc01,t7849, 45 , 45 ,,
period1,sc01,t7850, 45 , 45 ,,
period1,sc01,t7851, 45 , 45 ,,
period1,sc01,t7852, 45 , 45 ,,
period1,sc01,t7853, 45 , 45 ,,
period1,sc01,t7854, 45 , 45 ,,
period1,sc01,t7855, 45 , 45 ,,
period1,sc01,t7856, 45 , 45 ,,
period1,sc01,t7857, 45 , 45 ,,
period1,sc01,t7858, 45 , 45 ,,
period1,sc01,t7859, 10 , 10 ,,
period1,sc01,t7860, 10 , 10 ,,
period1,sc01,t7861, 10 , 10 ,,
period1,sc01,t7862, 10 , 10 ,,
period1,sc01,t7863, 10 , 10 ,,
period1,sc01,t7864, 10 , 10 ,,
period1,sc01,t7865, 45 , 45 ,,
period1,sc01,t7866, 45 , 45 ,,
period1,sc01,t7867, 45 , 45 ,,
period1,sc01,t7868, 45 , 45 ,,
period1,sc01,t7869, 45 , 45 ,,
period1,sc01,t7870, 45 , 45 ,,
period1,sc01,t7871, 45 , 45 ,,
period1,sc01,t7872, 45 , 45 ,,
period1,sc01,t7873, 45 , 45 ,,
period1,sc01,t7874, 45 , 45 ,,
period1,sc01,t7875, 45 , 45 ,,
period1,sc01,t7876, 45 , 45 ,,
period1,sc01,t7877, 45 , 45 ,,
period1,sc01,t7878, 45 , 45 ,,
period1,sc01,t7879, 45 , 45 ,,
period1,sc01,t7880, 45 , 45 ,,
period1,sc01,t7881, 45 , 45 ,,
period1,sc01,t7882, 45 , 45 ,,
period1,sc01,t7883, 10 , 10 ,,
period1,sc01,t7884, 10 , 10 ,,
period1,sc01,t7885, 10 , 10 ,,
period1,sc01,t7886, 10 , 10 ,,
period1,sc01,t7887, 10 , 10 ,,
period1,sc01,t7888, 10 , 10 ,,
period1,sc01,t7889, 45 , 45 ,,
period1,sc01,t7890, 45 , 45 ,,
period1,sc01,t7891, 45 , 45 ,,
period1,sc01,t7892, 45 , 45 ,,
period1,sc01,t7893, 45 , 45 ,,
period1,sc01,t7894, 45 , 45 ,,
period1,sc01,t7895, 45 , 45 ,,
period1,sc01,t7896, 45 , 45 ,,
period1,sc01,t7897, 45 , 45 ,,
period1,sc01,t7898, 45 , 45 ,,
period1,sc01,t7899, 45 , 45 ,,
period1,sc01,t7900, 45 , 45 ,,
period1,sc01,t7901, 45 , 45 ,,
period1,sc01,t7902, 45 , 45 ,,
period1,sc01,t7903, 45 , 45 ,,
period1,sc01,t7904, 45 , 45 ,,
period1,sc01,t7905, 45 , 45 ,,
period1,sc01,t7906, 45 , 45 ,,
period1,sc01,t7907, 10 , 10 ,,
period1,sc01,t7908, 10 , 10 ,,
period1,sc01,t7909, 10 , 10 ,,
period1,sc01,t7910, 10 , 10 ,,
period1,sc01,t7911, 10 , 10 ,,
period1,sc01,t7912, 10 , 10 ,,
period1,sc01,t7913, 45 , 45 ,,
period1,sc01,t7914, 45 , 45 ,,
period1,sc01,t7915, 45 , 45 ,,
period1,sc01,t7916, 45 , 45 ,,
period1,sc01,t7917, 45 , 45 ,,
period1,sc01,t7918, 45 , 45 ,,
period1,sc01,t7919, 45 , 45 ,,
period1,sc01,t7920, 45 , 45 ,,
period1,sc01,t7921, 45 , 45 ,,
period1,sc01,t7922, 45 , 45 ,,
period1,sc01,t7923, 45 , 45 ,,
period1,sc01,t7924, 45 , 45 ,,
period1,sc01,t7925, 45 , 45 ,,
period1,sc01,t7926, 45 , 45 ,,
period1,sc01,t7927, 45 , 45 ,,
period1,sc01,t7928, 45 , 45 ,,
period1,sc01,t7929, 45 , 45 ,,
period1,sc01,t7930, 45 , 45 ,,
period1,sc01,t7931, 10 , 10 ,,
period1,sc01,t7932, 10 , 10 ,,
period1,sc01,t7933, 10 , 10 ,,
period1,sc01,t7934, 10 , 10 ,,
period1,sc01,t7935, 10 , 10 ,,
period1,sc01,t7936, 10 , 10 ,,
period1,sc01,t7937, 45 , 45 ,,
period1,sc01,t7938, 45 , 45 ,,
period1,sc01,t7939, 45 , 45 ,,
period1,sc01,t7940, 45 , 45 ,,
period1,sc01,t7941, 45 , 45 ,,
period1,sc01,t7942, 45 , 45 ,,
period1,sc01,t7943, 45 , 45 ,,
period1,sc01,t7944, 45 , 45 ,,
period1,sc01,t7945, 45 , 45 ,,
period1,sc01,t7946, 45 , 45 ,,
period1,sc01,t7947, 45 , 45 ,,
period1,sc01,t7948, 45 , 45 ,,
period1,sc01,t7949, 45 , 45 ,,
period1,sc01,t7950, 45 , 45 ,,
period1,sc01,t7951, 45 , 45 ,,
period1,sc01,t7952, 45 , 45 ,,
period1,sc01,t7953, 45 , 45 ,,
period1,sc01,t7954, 45 , 45 ,,
period1,sc01,t7955, 10 , 10 ,,
period1,sc01,t7956, 10 , 10 ,,
period1,sc01,t7957, 10 , 10 ,,
period1,sc01,t7958, 10 , 10 ,,
period1,sc01,t7959, 10 , 10 ,,
period1,sc01,t7960, 10 , 10 ,,
period1,sc01,t7961, 45 , 45 ,,
period1,sc01,t7962, 45 , 45 ,,
period1,sc01,t7963, 45 , 45 ,,
period1,sc01,t7964, 45 , 45 ,,
period1,sc01,t7965, 45 , 45 ,,
period1,sc01,t7966, 45 , 45 ,,
period1,sc01,t7967, 45 , 45 ,,
period1,sc01,t7968, 45 , 45 ,,
period1,sc01,t7969, 45 , 45 ,,
period1,sc01,t7970, 45 , 45 ,,
period1,sc01,t7971, 45 , 45 ,,
period1,sc01,t7972, 45 , 45 ,,
period1,sc01,t7973, 45 , 45 ,,
period1,sc01,t7974, 45 , 45 ,,
period1,sc01,t7975, 45 , 45 ,,
period1,sc01,t7976, 45 , 45 ,,
period1,sc01,t7977, 45 , 45 ,,
period1,sc01,t7978, 45 , 45 ,,
period1,sc01,t7979, 10 , 10 ,,
period1,sc01,t7980, 10 , 10 ,,
period1,sc01,t7981, 10 , 10 ,,
period1,sc01,t7982, 10 , 10 ,,
period1,sc01,t7983, 10 , 10 ,,
period1,sc01,t7984, 10 , 10 ,,
period1,sc01,t7985, 45 , 45 ,,
period1,sc01,t7986, 45 , 45 ,,
period1,sc01,t7987, 45 , 45 ,,
period1,sc01,t7988, 45 , 45 ,,
period1,sc01,t7989, 45 , 45 ,,
period1,sc01,t7990, 45 , 45 ,,
period1,sc01,t7991, 45 , 45 ,,
period1,sc01,t7992, 45 , 45 ,,
period1,sc01,t7993, 45 , 45 ,,
period1,sc01,t7994, 45 , 45 ,,
period1,sc01,t7995, 45 , 45 ,,
period1,sc01,t7996, 45 , 45 ,,
period1,sc01,t7997, 45 , 45 ,,
period1,sc01,t7998, 45 , 45 ,,
period1,sc01,t7999, 45 , 45 ,,
period1,sc01,t8000, 45 , 45 ,,
period1,sc01,t8001, 45 , 45 ,,
period1,sc01,t8002, 45 , 45 ,,
period1,sc01,t8003, 10 , 10 ,,
period1,sc01,t8004, 10 , 10 ,,
period1,sc01,t8005, 10 , 10 ,,
period1,sc01,t8006, 10 , 10 ,,
period1,sc01,t8007, 10 , 10 ,,
period1,sc01,t8008, 10 , 10 ,,
period1,sc01,t8009, 45 , 45 ,,
period1,sc01,t8010, 45 , 45 ,,
period1,sc01,t8011, 45 , 45 ,,
period1,sc01,t8012, 45 , 45 ,,
period1,sc01,t8013, 45 , 45 ,,
period1,sc01,t8014, 45 , 45 ,,
period1,sc01,t8015, 45 , 45 ,,
period1,sc01,t8016, 45 , 45 ,,
period1,sc01,t8017, 45 , 45 ,,
period1,sc01,t8018, 45 , 45 ,,
period1,sc01,t8019, 45 , 45 ,,
period1,sc01,t8020, 45 , 45 ,,
period1,sc01,t8021, 45 , 45 ,,
period1,sc01,t8022, 45 , 45 ,,
period1,sc01,t8023, 45 , 45 ,,
period1,sc01,t8024, 45 , 45 ,,
period1,sc01,t8025, 45 , 45 ,,
period1,sc01,t8026, 45 , 45 ,,
period1,sc01,t8027, 10 , 10 ,,
period1,sc01,t8028, 10 , 10 ,,
period1,sc01,t8029, 10 , 10 ,,
period1,sc01,t8030, 10 , 10 ,,
period1,sc01,t8031, 10 , 10 ,,
period1,sc01,t8032, 10 , 10 ,,
period1,sc01,t8033, 45 , 45 ,,
period1,sc01,t8034, 45 , 45 ,,
period1,sc01,t8035, 45 , 45 ,,
period1,sc01,t8036, 45 , 45 ,,
period1,sc01,t8037, 45 , 45 ,,
period1,sc01,t8038, 45 , 45 ,,
period1,sc01,t8039, 45 , 45 ,,
period1,sc01,t8040, 45 , 45 ,,
period1,sc01,t8041, 45 , 45 ,,
period1,sc01,t8042, 45 , 45 ,,
period1,sc01,t8043, 45 , 45 ,,
period1,sc01,t8044, 45 , 45 ,,
period1,sc01,t8045, 45 , 45 ,,
period1,sc01,t8046, 45 , 45 ,,
period1,sc01,t8047, 45 , 45 ,,
period1,sc01,t8048, 45 , 45 ,,
period1,sc01,t8049, 45 , 45 ,,
period1,sc01,t8050, 45 , 45 ,,
period1,sc01,t8051, 10 , 10 ,,
period1,sc01,t8052, 10 , 10 ,,
period1,sc01,t8053, 10 , 10 ,,
period1,sc01,t8054, 10 , 10 ,,
period1,sc01,t8055, 10 , 10 ,,
period1,sc01,t8056, 10 , 10 ,,
period1,sc01,t8057, 45 , 45 ,,
period1,sc01,t8058, 45 , 45 ,,
period1,sc01,t8059, 45 , 45 ,,
period1,sc01,t8060, 45 , 45 ,,
